QuestionBodyAnswerMatch,QuestionTitleAnswerMatch,QuestionUserTagMatch,QuestionBodyKeyWords,QuestionTitleKeyWords,NumQuestionTags,AnswerKeyWords,NumUserTags,QuestionCommentCount,QuestionScore,AnswerCommentCount,NumberOfBadges,NumberOfCommentsMade,NumberOfAnswers,CodedAnswers,Reputation,UpVotes,DownVotes,ProfileViews,HasWebsite,UsefulOrAccepted
27,0,191,101,9,1,41,2096,0,1,0,269,1019,953,778,46696,1209,372,2850,1,1
65,1,1271,498,4,2,113,3245,6,1,1,525,4216,1303,1299,89451,9521,1001,10314,0,1
443,4,2340,1214,5,3,615,5339,5,0,5,525,8260,2375,2348,127044,17938,587,26080,1,1
76,0,2136,202,4,1,123,5339,0,2,0,525,8260,2375,2348,127044,17938,587,26080,1,1
115,1,2260,290,6,2,146,5339,2,2,2,525,8260,2375,2348,127044,17938,587,26080,1,1
46,6,6,197,11,4,89,1115,5,154,0,781,1753,549,410,35690,1991,238,10218,1,1
105,3,5246,254,7,5,126,11565,1,2,11,1037,5588,3613,3230,263419,1518,1194,25785,1,1
90,5,5265,186,5,4,121,11565,3,2,1,1037,5588,3613,3230,263419,1518,1194,25785,1,1
88,2,0,268,6,1,117,1,0,3,0,14,16,1,1,122,19,0,30,0,1
32,0,3,130,6,3,43,7,0,5,0,14,11,2,1,126,6,0,18,0,1
66,3,5,100,8,5,217,11,3,32,0,14,19,3,2,523,101,0,95,0,1
54,3,4,356,4,3,99,8,0,33,1,14,25,3,0,122,35,0,24,0,1
116,1,0,483,4,5,200,5,6,1,0,14,26,4,1,161,33,0,42,0,1
15,0,3,39,6,3,58,8,2,1,0,14,8,4,0,168,17,0,38,0,1
22,6,2,40,7,2,42,5,0,0,0,14,13,5,0,90,48,0,24,0,1
39,0,3,167,6,3,53,9,1,0,1,14,39,5,4,123,29,0,42,0,1
53,2,2,17,6,1,156,3,0,36,0,14,11,5,4,126,53,0,16,0,1
38,0,2,50,4,2,72,9,3,0,0,14,4,5,4,646,9,0,37,0,1
214,10,4,130,7,2,283,9,1,0,8,14,27,6,5,173,5,0,38,0,1
92,6,9,314,3,4,119,13,1,0,0,14,7,6,4,678,4,0,62,0,1
28,1,3,302,7,3,57,7,0,2,0,14,15,6,2,59,79,0,18,0,1
25,5,5,299,7,5,50,10,3,49,0,14,7,6,2,241,351,1,53,0,1
113,5,3,74,6,3,171,17,2,0,1,14,64,7,4,301,63,9,44,0,1
153,2,6,290,7,5,227,9,4,7,1,14,35,7,4,178,10,3,30,0,1
114,7,4,353,6,4,185,13,1,39,0,14,8,8,7,308,70,0,4,0,1
17,0,7,153,3,2,19,18,3,11,0,14,18,9,6,265,24,0,31,0,1
118,9,10,255,5,4,172,31,3,4,1,14,11,11,7,437,13,0,31,0,1
48,8,1,22,5,1,121,15,2,12,1,14,13,12,10,610,207,0,44,0,1
23,0,6,109,3,1,38,22,0,0,0,14,5,12,9,223,20,1,22,0,1
158,3,3,248,7,1,166,7,3,1,0,14,29,12,9,160,22,2,47,0,1
11,0,14,285,5,5,24,36,3,2,0,14,27,13,8,401,52,0,12,0,1
59,7,13,117,10,5,112,25,0,1,1,14,38,13,11,337,98,3,34,0,1
127,3,7,126,7,2,164,20,5,1,0,14,30,14,12,232,23,0,63,0,1
162,7,2,230,6,1,237,26,0,7,2,14,5,14,8,403,89,6,16,0,1
137,20,4,27,8,3,578,23,2,9,0,14,22,14,10,543,27,0,61,0,1
208,5,13,910,6,4,276,32,4,33,7,14,15,15,15,528,7,3,49,0,1
60,3,12,164,5,4,119,28,0,0,0,14,19,15,7,371,32,0,42,0,1
15,0,5,107,9,3,35,31,0,1,1,14,9,15,0,445,1,3,74,0,1
50,2,6,270,10,5,81,21,2,1,2,14,6,15,5,339,8,0,32,0,1
37,2,19,316,5,3,51,35,4,0,1,14,6,16,16,566,11,3,31,0,1
162,10,15,565,8,5,226,43,9,3,0,14,25,17,10,459,68,4,26,0,1
46,1,3,284,6,3,60,5,0,0,2,14,19,4,2,147,47,0,44,1,1
30,7,2,58,9,2,82,7,0,1,0,14,6,5,2,155,1,0,44,1,1
48,9,3,72,6,3,144,12,0,40,0,14,10,5,2,363,43,0,31,1,1
29,3,1,86,5,1,58,8,0,0,0,14,10,5,3,314,3,0,16,1,1
260,3,5,41,5,3,641,21,0,3,2,14,15,7,5,183,261,4,33,1,1
207,9,13,70,7,5,595,30,0,29,2,14,7,9,3,1291,17,0,81,1,1
198,0,3,302,3,2,204,26,0,0,1,14,22,10,8,213,31,0,41,1,1
13,1,3,239,5,3,23,21,4,17,4,14,9,11,9,329,12,0,18,1,1
91,1,16,739,7,3,141,27,0,9,2,14,11,11,10,596,18,0,49,1,1
83,2,11,77,5,1,188,27,0,0,4,14,11,11,10,596,18,0,49,1,1
100,1,7,94,5,1,129,23,0,0,2,14,18,12,11,171,36,4,30,1,1
114,2,13,303,9,5,136,29,5,17,2,14,6,12,12,724,2,0,19,1,1
79,10,9,483,13,5,143,12,3,12,1,14,11,12,10,125,33,0,21,1,1
196,4,6,240,7,5,322,18,0,0,1,14,14,13,10,511,57,3,54,1,1
16,6,1,28,5,1,96,32,3,131,0,14,1,14,13,537,13,0,77,1,1
45,0,8,91,10,2,51,20,3,0,0,14,32,14,13,248,5,9,21,1,1
135,2,6,51,5,3,663,38,4,35,1,14,14,17,15,883,65,0,85,1,1
129,0,15,552,6,5,182,53,0,1,0,14,4,18,12,608,14,0,34,1,1
24,0,733,155,2,2,47,3981,0,0,0,413,2262,2042,356,78431,585,38,8647,0,0
40,12,2,306,7,2,64,13,0,3,0,10,28,7,7,185,38,7,21,0,0
53,0,4,114,4,3,62,21,0,0,0,13,42,18,12,139,15,0,131,0,0
128,6,3,132,6,4,155,16,0,1,0,26,16,10,9,327,1793,4,52,1,0
86,0,215,416,6,2,90,1709,0,7,0,669,2557,993,622,46705,2668,35,5229,0,0
49,4,100,43,8,4,104,611,0,5,0,67,341,333,174,7997,252,53,435,1,0
63,3,2,266,9,2,116,50,0,1,0,9,21,42,30,506,8,13,23,0,0
19,0,0,64,5,5,57,21,0,28,0,13,6,18,13,261,136,0,23,0,0
29,5,0,240,10,3,49,4,0,0,0,9,24,4,2,45,1,0,10,0,0
120,49,26,63,9,5,173,150,0,4,0,93,136,91,72,3158,284,9,340,1,0
42,4,0,58,5,3,53,21,0,1,1,13,18,12,6,408,20,1,24,0,0
59,11,14,171,6,4,137,31,0,4,1,16,3,13,6,530,78,1,61,0,0
30,0,2,65,6,2,58,25,0,2,1,26,57,17,6,410,40,0,145,0,0
81,2,0,51,4,2,164,9,0,311,1,7,12,7,4,101,11,0,12,0,0
17,0,2,27,5,3,37,12,0,0,1,5,5,10,7,152,4,0,21,1,0
75,0,0,47,5,3,146,7,0,499,1,7,3,4,2,29,106,0,19,1,0
19,0,32,59,4,2,35,456,0,0,1,119,1163,243,220,6322,194,327,1641,0,0
52,2,1,90,4,4,83,12,0,13,2,6,3,4,0,135,131,0,27,1,0
25,6,3,122,10,2,44,110,0,3,2,87,133,59,37,2726,333,1,639,0,0
13,1,0,48,4,1,40,10,0,0,2,15,32,10,6,154,19,6,39,0,0
109,5,6,227,5,3,154,23,0,0,2,45,120,28,13,694,51,0,223,0,0
90,8,35,443,7,5,140,91,0,3,2,85,301,63,49,1737,408,85,536,1,0
51,13,188,143,8,4,53,903,0,0,2,120,298,530,407,14350,129,25,1617,1,0
26,5,67,258,6,5,51,357,0,5,2,34,183,201,39,3234,61,3,203,0,0
245,27,50,274,7,2,281,134,0,5,3,22,110,98,91,1763,62,4,220,0,0
13,4,1,410,3,2,31,47,0,1,3,67,129,30,23,1395,336,8,127,0,0
7,0,1,53,4,1,11,9,0,0,3,12,9,5,2,130,33,0,39,1,0
23,0,4,538,7,1,41,11,0,4,3,8,7,12,9,300,9,0,5,0,0
6,0,80,25,5,2,20,1110,0,1,3,186,526,550,321,15740,763,19,1327,0,0
13,0,4,191,6,1,17,46,0,1,4,19,66,51,24,829,51,11,115,1,0
126,9,1,198,10,4,145,14,0,0,4,39,158,12,9,557,173,6,100,1,0
96,4,266,108,4,4,292,551,0,0,5,142,480,186,159,21770,1455,11,1291,1,0
101,19,10,157,8,3,135,64,0,13,5,24,92,34,10,689,290,7,229,1,0
67,8,8,102,6,3,95,1593,0,7,7,252,2077,918,804,44058,985,97,5467,1,0
53,1,20,114,5,3,82,139,0,0,9,51,648,104,81,1637,557,288,726,0,0
36,2,0,172,6,2,50,3,1,1,0,1,1,6,5,24,0,0,3,1,0
40,1,0,219,7,5,61,5,1,1,0,2,5,6,6,11,0,0,4,0,0
46,3,39,143,4,4,86,471,1,0,0,77,185,258,120,6842,718,9,598,1,0
37,0,0,630,8,4,46,4,1,0,1,121,159,7,5,1215,112,6,270,0,0
10,0,122,63,6,3,32,207,1,1,1,71,99,132,85,4773,68,2,628,1,0
21,3,53,24,9,2,55,203,1,4,1,263,646,140,130,6095,1346,35,1941,0,0
46,2,28,158,4,4,67,154,1,0,2,20,70,131,123,1277,9,14,104,0,0
15,0,15,202,5,3,24,54,1,6,2,27,71,34,10,1705,481,10,150,0,0
16,0,1,21,8,3,78,4,1,4,3,6,6,6,3,69,1,0,23,0,0
18,2,0,66,7,4,38,5,1,0,4,7,10,7,4,79,18,0,27,0,0
40,2,787,55,3,4,74,2084,1,0,4,112,2806,1658,1626,32081,990,467,2917,1,0
57,3,844,455,11,1,75,5031,1,4,5,296,2944,2775,2095,94558,2830,355,9164,1,0
41,2,0,95,6,3,74,20,2,1,0,4,8,24,20,80,9,0,25,0,0
64,1,5,319,7,2,80,23,2,0,0,23,24,18,18,415,56,5,14,0,0
27,2,11,131,4,1,41,29,2,2,0,21,44,42,21,578,15,3,57,0,0
81,2,18,214,3,2,91,75,2,2,0,66,194,59,56,1634,1222,110,719,0,0
121,0,50,499,7,2,152,213,2,0,1,93,304,157,103,5062,5251,10,446,0,0
28,0,11,75,9,1,48,45,2,0,1,14,12,25,23,483,10,5,34,1,0
54,0,1719,115,4,2,62,6031,2,0,1,186,6157,3269,3262,73850,2460,954,6487,1,0
50,9,3,44,9,2,77,68,2,2,1,35,24,46,37,2109,22,1,399,1,0
34,7,0,45,10,2,180,13,2,0,2,15,44,18,10,140,12,0,83,1,0
25,8,139,88,5,4,39,958,2,1,2,155,873,395,83,29250,617,59,8230,1,0
18,1,3,54,5,3,59,8,2,1,2,14,29,15,13,310,62,0,48,1,0
28,4,14,489,8,4,49,1345,2,15,2,125,618,689,257,29893,1563,18,1265,1,0
89,0,13,136,5,2,100,27,2,0,2,10,20,17,14,361,34,3,21,1,0
170,10,11,114,6,1,229,51,2,12,3,28,85,44,37,687,546,5,82,0,0
158,0,4609,268,6,3,198,9370,2,2,3,130,4631,3854,3847,61556,4964,2042,10114,0,0
97,20,0,172,12,3,123,412,2,3,7,78,874,403,342,6907,398,41,1379,1,0
54,0,1449,63,3,3,123,4182,3,4,1,115,3631,2990,1144,40005,1230,1547,3296,1,0
30,0,203,185,7,3,59,1478,3,0,1,59,2488,1179,1161,14390,807,222,925,0,0
31,0,6,137,3,2,46,17,3,0,2,9,37,28,14,165,11,6,50,1,0
23,1,1059,89,4,3,36,7582,3,87,2,1047,3644,3427,2510,333073,939,266,30561,1,0
80,2,386,146,4,5,100,938,3,12,2,96,1023,395,386,12752,2916,160,1067,0,0
49,0,0,119,9,3,56,44,3,0,2,22,27,29,27,508,173,15,151,0,0
41,2,137,202,8,3,54,263,3,1,3,46,163,119,110,4528,573,123,189,1,0
69,0,10,408,6,3,103,26,4,2,0,13,27,18,18,537,14,0,28,1,0
29,2,14,801,4,3,34,44,4,3,1,10,12,31,29,313,14,4,44,0,0
33,10,2,170,7,4,67,6,4,11,1,11,11,6,4,67,12,0,41,1,0
98,2,106,110,6,2,138,1901,4,0,4,230,1336,961,844,35568,718,54,2295,1,0
38,3,4,66,5,1,59,33,4,2,6,18,38,35,34,508,153,3,31,0,0
27,2,92,409,5,2,31,570,5,6,0,66,824,373,262,6641,224,359,820,1,0
138,5,5,326,4,3,347,14,5,2,1,36,43,8,4,600,49,1,136,0,0
83,1,7,262,7,3,112,589,5,2,1,26,315,353,177,5708,190,105,318,0,0
49,2,0,73,6,3,92,3,5,3,3,4,1,5,4,29,42,0,4,0,0
125,2,2,247,5,3,145,11,5,0,3,4,2,8,7,64,4,0,5,0,0
277,15,7,355,10,1,376,27,5,0,6,11,42,26,25,345,70,1,7,1,0
63,0,52,110,2,2,64,332,5,1,10,28,1485,595,491,2826,165,244,511,0,0
183,0,6872,278,8,4,209,10111,6,0,6,131,10894,4997,4883,93182,5662,2664,7268,0,0
38,5,31,170,9,5,117,1959,7,0,0,119,2490,1039,191,21718,1364,258,4391,1,0
61,0,17,83,5,5,79,80,7,2,2,19,213,70,65,705,24,4,127,0,0
208,8,87,816,7,3,254,812,7,4,6,114,2334,450,342,13375,1075,430,1381,0,0
39,5,6,171,10,2,52,301,8,33,1,198,283,188,154,9485,566,17,1517,1,0
8,1,224,187,7,4,17,526,8,1,2,91,305,284,159,11057,709,167,902,0,0
30,2,41,627,15,5,51,163,8,1,2,39,152,122,95,3368,157,5,166,1,0
56,1,1,171,5,3,70,7,8,0,2,9,21,6,6,82,7,0,14,0,0
29,0,4,162,4,3,93,38,8,2,4,14,20,29,18,405,13,0,50,0,0
107,0,34,182,5,2,158,94,8,7,4,48,352,100,96,1752,45,4,249,0,0
133,46,53,147,25,2,173,734,8,0,5,921,2528,379,232,46750,3376,125,7358,1,0
107,15,0,192,9,3,192,30,9,27,5,27,32,14,9,460,185,1,238,1,0
7,1,0,197,5,3,14,46,11,0,1,58,69,39,14,1428,47,9,265,0,0
20,0,2,361,7,5,41,7,11,0,2,7,10,8,6,60,7,0,14,0,0
25,0,23,153,4,4,33,64,12,0,4,12,132,62,41,414,50,0,112,0,0
67,7,1,76,7,5,126,7,13,9,0,21,17,10,6,167,58,2,61,1,0
57,14,2,158,10,3,104,5,21,93,0,4,12,11,6,25,0,0,31,1,0
34,5,5,167,6,4,53,27,21,14,3,7,2,23,19,307,7,4,52,0,0
109,1,0,153,4,5,114,5,4,2,0,12,4,1,1,88,30,0,37,0,1
63,5,0,184,9,2,93,2,0,1,0,12,14,1,1,132,5,0,32,0,1
56,1,1,46,4,1,89,4,0,4,0,12,5,2,2,137,127,0,17,0,1
53,0,0,343,7,4,72,4,3,1,0,12,20,2,2,127,45,0,17,0,1
23,1,0,139,6,5,52,5,3,127,1,12,22,3,3,205,10,0,21,0,1
90,8,3,91,10,3,138,7,1,35,3,12,22,3,1,140,10,0,53,0,1
30,10,3,39,6,3,64,4,8,1502,4,12,3,3,0,1352,0,0,62,0,1
53,8,0,82,6,4,84,4,0,0,2,12,29,3,1,115,20,0,29,0,1
61,2,1,233,3,1,102,6,2,67,3,12,43,4,4,184,21,0,20,0,1
140,13,0,119,7,3,229,3,3,2,0,12,2,4,2,45,7,0,6,0,1
24,1,3,163,6,3,31,8,0,0,0,12,14,5,4,145,18,0,22,0,1
33,7,5,56,10,4,151,7,0,0,8,12,41,5,3,127,38,0,32,0,1
18,0,5,347,5,4,32,10,0,1,0,12,1,5,5,529,27,0,7,0,1
41,0,7,228,10,3,50,15,0,15,3,12,15,6,6,313,100,0,9,0,1
285,0,5,492,4,4,522,16,2,2,0,12,27,7,7,113,98,0,36,0,1
71,5,5,276,4,3,92,11,2,5,0,12,10,7,7,536,58,0,36,0,1
55,4,5,3158,9,5,83,13,0,4,1,12,13,8,1,113,231,0,131,0,1
44,10,1,73,9,1,76,4,4,1,2,12,41,8,7,75,33,0,18,0,1
37,1,0,166,7,3,70,3,1,1,0,12,27,8,5,116,17,0,44,0,1
20,0,4,103,8,4,58,15,0,0,0,12,4,8,4,143,18,0,55,0,1
25,3,5,85,8,3,55,6,1,9,0,12,41,11,8,93,10,0,18,0,1
40,8,4,72,8,3,83,15,3,0,0,12,19,11,7,201,29,0,15,0,1
188,19,1,192,6,1,294,29,0,0,0,12,19,13,8,411,21,0,19,0,1
117,2,3,725,9,3,134,14,5,2,4,12,37,13,7,124,7,0,28,0,1
133,8,12,219,5,2,167,29,1,1,2,12,27,14,11,520,13,0,28,0,1
11,0,11,171,6,3,15,38,3,0,0,12,21,15,10,501,10,0,43,0,1
80,5,9,42,7,2,211,10,0,3,0,12,19,15,12,221,2,0,33,0,1
35,0,7,306,3,3,66,19,1,0,0,12,14,17,12,173,5,0,25,0,1
107,3,10,123,7,3,185,32,0,0,4,12,27,18,15,460,29,0,41,0,1
49,3,9,208,8,4,124,23,1,0,1,12,21,19,15,395,3,0,24,0,1
26,0,7,194,9,1,42,12,1,1,2,12,13,20,16,342,29,0,16,0,1
108,0,13,812,5,3,127,25,0,0,2,12,44,21,13,373,4,0,45,0,1
69,3,15,205,3,5,123,71,1,0,0,12,24,26,19,716,33,0,54,0,1
103,4,1,124,5,1,179,58,0,1,0,12,12,28,14,796,34,0,65,0,1
44,5,18,123,11,1,100,28,0,0,2,12,22,29,5,721,5,0,28,0,1
63,12,6,99,5,1,74,33,6,0,2,12,30,36,35,431,5,0,22,0,1
146,8,3,70,8,3,360,6,0,2,1,12,25,2,1,161,6,0,38,1,1
67,0,3,66,7,3,119,7,0,7,0,12,10,4,3,136,23,0,66,1,1
91,3,4,155,10,4,139,7,0,21,5,12,2,4,1,388,259,0,13,1,1
27,0,2,297,10,2,52,4,5,5,1,12,5,7,1,177,23,0,37,1,1
76,0,4,631,4,4,87,7,4,1,4,12,26,7,6,107,20,0,21,1,1
27,1,4,208,3,4,45,21,1,5,0,12,7,9,7,194,8,0,19,1,1
47,4,6,176,7,5,74,15,0,9,0,12,6,13,3,251,10,0,13,1,1
40,2,3,18,12,2,78,27,0,49,0,12,6,16,15,339,9,0,30,1,1
11,1,3,50,5,2,21,27,0,1,0,12,20,17,8,168,30,0,45,1,1
19,3,15,88,4,3,52,23,1,0,0,12,10,18,8,688,4,0,26,1,1
8,1,16,58,7,2,28,40,5,6,0,12,12,26,12,263,16,0,22,1,1
57,1,6,378,6,5,71,10,8,1,1,12,34,28,18,86,8,0,55,1,1
164,6,13,287,9,3,229,59,1,13,0,12,20,35,29,604,5,0,68,1,1
46,0,2,202,6,2,67,7,4,7,0,12,28,5,5,134,51,1,53,0,1
61,16,5,421,13,4,102,18,3,7,0,12,6,6,6,373,100,1,14,0,1
46,3,1,19,7,1,85,15,0,35,0,12,6,6,5,455,28,1,28,0,1
204,23,2,375,10,2,301,19,0,1,0,12,12,8,8,296,53,1,59,0,1
76,4,6,125,4,2,116,16,3,0,0,12,17,10,9,165,25,1,22,0,1
46,3,16,89,6,2,77,30,0,3,1,12,16,12,10,643,2,1,14,0,1
152,9,9,377,8,4,229,23,4,0,1,12,19,12,12,479,168,1,21,0,1
109,4,10,115,6,3,174,30,0,25,0,12,12,14,12,410,83,1,10,0,1
25,4,6,100,4,2,55,15,11,828,0,12,2,16,9,189,12,1,52,0,1
105,0,4,203,5,2,144,17,0,1,2,12,27,17,13,196,24,1,33,0,1
113,8,14,915,8,3,129,33,0,0,0,12,7,26,23,408,3,1,62,0,1
65,0,27,250,4,5,97,52,0,1,1,12,35,30,30,360,30,1,22,0,1
107,2,15,1023,4,3,157,61,1,0,0,12,18,33,17,676,19,1,51,0,1
37,0,17,301,5,4,41,36,3,0,1,12,15,35,15,636,28,1,99,0,1
97,1,23,229,3,4,133,58,0,7,0,12,18,36,21,631,0,1,45,0,1
44,1,4,225,5,4,56,15,2,9,0,12,21,14,13,127,26,1,24,1,1
47,8,12,92,6,5,115,36,0,1,1,12,18,15,8,178,49,1,41,1,1
39,0,3,56,7,3,80,12,0,2,0,12,13,9,5,237,621,2,39,0,1
779,9,14,876,6,5,918,20,2,1,8,12,191,19,19,188,13,2,48,0,1
106,1,10,3708,5,3,128,32,3,3,0,12,24,20,12,428,1044,2,29,0,1
16,1,4,92,5,3,40,36,2,0,1,12,24,21,13,412,68,2,24,0,1
154,3,17,568,5,2,257,54,0,6,2,12,29,24,12,639,26,2,53,0,1
24,1,22,28,5,2,34,80,1,0,0,26,129,40,39,1131,265,2,128,1,1
18,1,5,22,4,2,128,25,0,0,0,12,6,11,9,356,34,2,35,1,1
130,4,5,192,7,3,178,20,5,2,2,12,17,10,7,437,7,3,40,0,1
42,2,11,137,8,5,61,19,9,0,1,12,34,16,16,235,12,3,29,0,1
63,3,9,82,3,1,122,35,0,0,2,12,35,20,17,812,10,3,55,0,1
23,0,11,109,4,4,35,32,1,0,1,12,17,24,15,193,33,3,14,0,1
122,1,8,313,3,2,145,25,0,0,1,12,10,16,12,571,21,3,20,1,1
46,3,4,15,4,2,182,10,0,3,3,12,23,24,16,124,102,3,20,1,1
98,1,7,217,3,2,123,20,2,0,0,12,12,16,14,171,49,4,15,0,1
21,1,19,155,3,3,38,61,5,1,0,12,18,41,23,868,11,4,58,0,1
9,1,34,26,4,3,24,68,0,4,0,12,56,42,34,704,13,4,38,1,1
49,10,7,490,9,1,136,16,0,2,1,12,41,10,8,475,21,5,37,0,1
144,0,8,252,5,3,172,21,6,2,3,12,26,20,17,376,7,5,27,0,1
34,1,4,89,4,2,44,35,0,3,1,12,50,29,21,371,68,5,52,0,1
64,0,31,318,5,3,105,87,0,0,0,12,19,39,36,920,24,6,22,0,1
58,2,7,220,8,4,79,13,9,1,7,12,64,14,8,133,56,7,115,0,1
52,4,5,115,7,4,156,22,3,0,1,12,60,35,27,329,130,9,47,1,1
96,0,6,353,5,4,178,24,2,3,0,12,112,35,16,141,428,10,121,0,1
8,1,804,42,7,2,18,12430,0,38,0,1291,9136,6081,3616,296963,11157,1326,41179,1,1
13,0,940,23,8,2,23,12430,2,4,0,1291,9136,6081,3616,296963,11157,1326,41179,1,1
54,4,738,9,2,2,239,12430,2,61,4,1291,9136,6081,3616,296963,11157,1326,41179,1,1
134,12,1642,255,7,5,187,13093,1,1,1,1291,5212,5001,3014,320069,3665,76,34547,0,1
57,2,2482,697,21,4,78,13093,2,11,2,1291,5212,5001,3014,320069,3665,76,34547,0,1
160,5,1589,105,3,4,276,13093,2,15,4,1291,5212,5001,3014,320069,3665,76,34547,0,1
7,1,2886,133,12,4,18,13093,0,0,0,1291,5212,5001,3014,320069,3665,76,34547,0,1
84,1,8166,225,5,1,149,50280,0,2,4,3354,62576,16084,6409,768855,9640,51314,229514,0,1
26,0,8166,52,7,1,279,50280,2,13,2,3354,62576,16084,6409,768855,9640,51314,229514,0,1
30,5,10659,26,5,3,107,50280,0,0,0,3354,62576,16084,6409,768855,9640,51314,229514,0,1
57,2,13183,324,7,3,85,50280,5,4,0,3354,62576,16084,6409,768855,9640,51314,229514,0,1
17,0,30,227,10,3,31,72,0,1,0,15,104,47,44,737,126,14,66,0,0
53,6,3,416,8,2,82,366,0,0,0,76,1386,237,226,4188,528,44,633,0,0
6,0,325,227,9,2,14,977,0,2,0,96,565,524,411,24871,841,71,637,0,0
67,5,2,192,7,5,112,14,0,2,0,5,2,7,1,154,7,0,22,1,0
99,12,5,40,5,5,216,30,0,26,0,15,51,59,28,387,7,0,63,0,0
24,0,61,36,6,5,51,171,0,0,0,40,248,114,74,2119,182,37,197,1,0
32,2,39,54,4,4,110,377,0,6,0,92,351,156,61,13005,1376,271,908,1,0
23,12,10,81,11,3,75,55,0,2,0,24,6,24,20,1583,1303,2,98,0,0
30,4,422,333,5,3,53,4589,0,8,1,402,4123,2228,479,75329,9006,351,6188,0,0
50,2,14,48,5,2,94,405,0,6,1,290,913,188,163,45502,2141,215,1849,1,0
10,4,0,26,7,2,35,21,0,3,1,23,90,20,18,638,72,2,175,0,0
58,0,0,73,4,2,111,345,0,2,1,102,337,149,144,7465,754,21,696,1,0
21,1,0,67,9,1,24,29,0,44,1,20,6,16,10,561,128,0,41,0,0
18,0,4,76,8,2,23,607,0,4,1,128,432,318,149,16607,2023,122,1587,1,0
86,4,4,38,6,2,241,75,0,14,1,24,27,39,14,2106,128,2,166,0,0
19,1,0,212,3,1,23,7,0,1,1,11,12,6,5,98,249,0,29,1,0
68,1,2199,239,4,2,83,4220,0,0,1,104,6163,2346,2308,55145,1933,2520,3269,1,0
22,1,2,397,4,4,47,60,0,3,1,41,55,28,13,1452,464,0,182,0,0
121,19,3,187,10,1,185,66,0,0,1,36,73,31,30,1744,128,10,102,0,0
10,1,9,918,9,4,14,22,0,5,1,1,5,18,0,98,0,0,45,0,0
70,9,475,156,11,5,158,1396,0,2,1,33,592,942,757,9848,234,12,1256,0,0
71,3,314,77,5,5,142,731,0,26,1,68,765,425,405,8264,514,68,1078,1,0
21,0,0,112,7,4,26,155,0,2,2,40,163,127,69,2459,43,3,205,0,0
73,1,0,1149,5,2,91,31,0,1,2,24,54,15,11,459,241,5,75,0,0
22,0,11,118,7,1,25,25,0,0,3,8,37,42,40,438,3,1,52,0,0
23,2,35,336,4,5,44,110,0,1,3,35,115,65,51,3431,195,24,289,1,0
47,0,4,147,8,4,91,586,0,1,4,86,748,313,184,14089,1183,22,1067,1,0
54,8,4,95,7,5,136,45,0,4,5,27,40,23,15,664,228,0,55,0,0
25,1,0,30,7,2,86,167,0,0,7,173,225,111,87,13851,919,70,882,0,0
36,0,7,808,5,2,49,30,0,0,7,25,133,24,17,1083,39,2,118,0,0
151,12,174,230,7,3,252,832,0,3,8,80,309,422,305,14273,52,20,964,1,0
86,1,6,158,3,3,123,20,1,0,0,18,28,13,10,327,18,3,58,0,0
31,4,0,93,5,2,60,3,1,0,0,2,6,21,18,51,0,0,15,0,0
53,1,0,104,5,1,58,35,1,17,0,28,172,68,26,570,309,16,295,1,0
14,5,5,41,16,2,24,88,1,37,0,48,29,58,16,1361,364,3,267,1,0
52,0,72,42,4,2,134,208,1,3,0,134,267,97,30,5163,639,5,392,0,0
37,2,41,552,5,4,56,191,1,7,0,44,254,124,90,2365,156,9,677,1,0
33,16,0,380,12,4,42,17,1,5,0,19,30,11,5,318,17,0,47,0,0
49,9,0,411,8,4,92,3,1,2,1,5,1,4,1,9,0,0,10,0,0
67,2,6,298,6,3,80,27,1,0,1,6,3,15,12,140,16,1,16,1,0
73,1,0,640,4,2,90,6,1,1,1,5,7,13,10,51,5,0,2,0,0
19,2,5,140,6,3,36,200,1,145,1,20,30,137,15,1550,12,0,146,1,0
69,4,0,178,8,2,85,5,1,0,1,3,3,2,2,7,0,0,10,0,0
42,0,14,78,10,5,62,79,1,1,1,52,151,72,67,1332,70,0,214,0,0
51,0,37,250,3,1,56,121,1,2,1,56,250,82,68,1874,38,44,361,1,0
33,0,3,122,7,2,51,270,1,4,2,467,1082,167,59,15427,889,268,2240,1,0
59,2,4,205,3,1,88,17,1,1,2,18,16,9,7,620,304,0,83,1,0
24,0,55,70,8,5,37,105,1,2,2,16,35,60,26,1219,43,6,168,1,0
38,2,206,121,7,4,52,2228,1,14,3,534,3336,1343,730,41761,1087,306,4869,1,0
348,0,9,139,7,3,601,854,1,0,3,459,1076,416,255,38018,3000,22,3550,0,0
47,2,1,23,5,2,125,81,1,92,4,23,6,53,41,1434,40,1,83,0,0
23,0,3,269,5,4,58,342,1,3,4,43,546,246,165,3999,269,241,555,1,0
400,9,0,399,7,1,451,3,1,2,4,3,2,15,15,9,0,0,22,0,0
68,2,4,115,9,4,123,6,1,0,5,16,18,6,6,253,23,2,31,0,0
14,0,18,126,5,2,33,99,2,3,0,40,46,57,46,2199,198,0,147,1,0
12,2,9,2304,6,4,19,23,2,0,0,16,25,23,22,143,47,2,46,0,0
6,0,2,120,6,2,12,13,2,4,0,9,7,23,5,161,4,0,33,1,0
7,0,55,46,5,4,10,367,2,0,0,95,298,232,34,5833,1056,44,1277,1,0
35,0,0,1614,7,3,47,81,2,0,1,26,73,73,44,1100,126,3,146,0,0
